p,path_length,clustering
0.1329213,0.09189195818488738,0.6607514205967354
0.1378039,0.09117234871751852,0.6509203968001794
0.1572637,0.08857922148351725,0.6094277176029155
0.1587606,0.08830516522121137,0.6054478821131635
0.1829044,0.08579315888383472,0.5578477756238125
0.18606389999999998,0.08543538738497448,0.5506676340830209
0.21071979999999998,0.08332651015076853,0.5027956431515049
0.22013850000000001,0.08266993143752403,0.4870883608116405
0.2427654,0.08114338006032748,0.446283536889193
0.2604533,0.08006999374482432,0.41642549333000256
0.2796843,0.07907865944087421,0.3864829948159465
0.308151,0.07772306430802745,0.3429817071042168
0.3222177,0.07715850525017581,0.324668500668433
0.36458379999999996,0.07559232185034058,0.26744967896798905
0.37121950000000004,0.07539771914668009,0.2603028815103714
0.4276732,0.07388326909972405,0.19943467072795507
0.4313513,0.07378488540193044,0.19575543238908757
0.49271229999999994,0.07258085983373419,0.14279331314832763
0.5103462000000001,0.07227913778352403,0.12899588316963395
0.5676422,0.07150775826285746,0.0926920845463567
0.6038077,0.07113408409299384,0.07389324928910217
0.6539673,0.07073089108047367,0.05358250181938855
0.7143851999999999,0.07039260718746362,0.03600271018067443
0.7534204000000001,0.07023410883690323,0.027616680556734823
0.8452130999999999,0.07004342611759995,0.01740627260863428
0.8679979,0.070022145569752,0.015831547555376524
1.0,0.06998014162437513,0.01388968523138141
