ensemble,n,k,param_label,param_value,distance_label,d_mean,d_n,d_stdv
scm,1000,12,gamma,2.51,DMeasure,0.06883445132757902,1172,0.0604308546582804
scm,1000,12,gamma,2.51,DegreeDivergence,0.08341673924647212,1172,0.14116108118392356
scm,1000,12,gamma,2.51,DeltaCon,9.770334831565696,1172,4.112054226682552
scm,1000,12,gamma,2.51,DistributionalNBD,4.361562316099704,1172,5.294053823521337
scm,1000,12,gamma,2.51,Frobenius,144.90227948240707,1172,42.86937114214105
scm,1000,12,gamma,2.51,GraphDiffusion,8.591385111367654,1172,14.453722204287782
scm,1000,12,gamma,2.51,Hamming,0.022855735872859138,1172,0.028310815035179546
scm,1000,12,gamma,2.51,HammingIpsenMikhailov,0.05017057419234879,1172,0.0726364303967529
scm,1000,12,gamma,2.51,IpsenMikhailov,0.10820634165714922,1172,0.13535476318100464
scm,1000,12,gamma,2.51,Jaccard,0.9949519135033664,1172,0.001216903904749187
scm,1000,12,gamma,2.51,LaplacianSpectralEUL,0.11877760986726654,1172,0.19457335522332322
scm,1000,12,gamma,2.51,LaplacianSpectralGJS,0.08510813946936462,1172,0.08003295587806047
scm,1000,12,gamma,2.51,NetLSD,51.5037692845245,1172,43.373287001543744
scm,1000,12,gamma,2.51,NetSimile,8.06883080542415,1172,4.337029346384866
scm,1000,12,gamma,2.51,NonBacktrackingSpectral,0.7798347613411835,1172,1.6582090734951176
scm,1000,12,gamma,2.51,PolynomialDissimilarity,0.0001459139358821838,1172,5.0123078780554265e-05
scm,1000,12,gamma,2.51,PortraitDivergence,0.3526286010235642,1172,0.13200632309959892
scm,1000,12,gamma,2.51,QuantumJSD,0.33250242404907415,1172,0.07420817824609247
scm,1000,12,gamma,2.56,CommunicabilityJSD,0.007014408821858044,1172,0.0200448063668343
scm,1000,12,gamma,2.56,DMeasure,0.06696847316129596,1172,0.05852578738823559
scm,1000,12,gamma,2.56,DegreeDivergence,0.07917577741562334,1172,0.13689436578462966
scm,1000,12,gamma,2.56,DeltaCon,10.080637859102383,1172,3.8876795834204256
scm,1000,12,gamma,2.56,DistributionalNBD,4.187007731408159,1172,4.998132500823329
scm,1000,12,gamma,2.56,Frobenius,145.52754396759593,1172,39.80523760405861
scm,1000,12,gamma,2.56,GraphDiffusion,7.517254659766912,1172,7.628509066806046
scm,1000,12,gamma,2.56,Hamming,0.022784150588945146,1172,0.026360035811493727
scm,1000,12,gamma,2.56,HammingIpsenMikhailov,0.04753167562288645,1172,0.06945290654783842
scm,1000,12,gamma,2.56,IpsenMikhailov,0.10177199278134841,1172,0.12997662111317215
scm,1000,12,gamma,2.56,Jaccard,0.9949405120935022,1172,0.001094013418309855
scm,1000,12,gamma,2.56,LaplacianSpectralEUL,0.10963724262530816,1172,0.1830712129826882
scm,1000,12,gamma,2.56,LaplacianSpectralGJS,0.0816657494691487,1172,0.07687948731690737
scm,1000,12,gamma,2.56,NetLSD,47.126008044447495,1172,38.90304870523847
scm,1000,12,gamma,2.56,NetSimile,7.845539855213111,1172,4.273988619230702
